Startup ID,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
2237,SaaS,10,4681257826.32,23030682716.45,2,Singapore,2012,53.52
2238,Fintech,1,3429428644.17,5239081161.62,41,China,2006,180.87
2239,E-commerce,1,1132198654.73,1969581081.16,5,Germany,2002,147.08
2240,HealthTech,7,4528147143.26,19683020802.11,30,Brazil,2000,15.47
2241,EdTech,7,2430547113.41,7321512600.58,32,China,2015,14.7
2242,Fintech,4,1079197964.06,3514954751.65,21,UK,2002,55.89
2243,HealthTech,6,929650032.2,3083691081.24,19,USA,2017,99.91
2244,HealthTech,7,1507404913.55,2766394409.23,21,China,2002,33.06
2245,Biotech,1,3168392153.9,10395897153.72,21,UK,2012,16.81
2246,AI,7,1549606051.61,2347055848.03,44,India,2016,163.69
2247,AI,5,1250834849.72,6176921420.87,43,Germany,2020,162.64
2248,Blockchain,7,4056035975.15,10379397690.99,16,UK,2014,103.62
2249,Blockchain,10,3454402304.52,13847160639.42,22,China,2006,71.71
2250,EdTech,3,927843852.77,2166095392.17,34,Brazil,2010,94.94
2251,EdTech,5,4607554964.13,16122186261.8,4,Brazil,2003,181.49
2252,EdTech,2,448060714.95,1660318249.89,49,USA,2002,149.98
2253,EdTech,7,3087214718.31,12059947614.07,3,USA,2021,76.12
2254,Biotech,5,4390167333.55,10013878295.87,21,Canada,2015,23.87
2255,Biotech,2,2028799272.26,7572485354.42,34,France,2011,142.99
2256,AI,2,1385172153.99,5160099003.8,36,Germany,2005,18.66
2257,HealthTech,10,609983821.61,2406968512.48,35,India,2021,66.77
2258,E-commerce,1,4650062480.5,15670972821.53,30,Brazil,2023,71.99
2259,Blockchain,1,4220167435.07,15081707011.58,30,Australia,2015,42.72
2260,Fintech,10,853270604.41,1896493586.07,17,France,2016,22.05
2261,Fintech,8,2816504549.17,11389778815.75,35,Brazil,2005,29.05
2262,SaaS,5,112789105.76,404470010.35,28,Singapore,2008,174.83
2263,E-commerce,5,3280796681.21,6077146042.99,12,Singapore,2011,192.26
2264,Fintech,10,2217239708.98,5397351832.11,42,UK,2009,197.0
2265,Blockchain,1,1286406824.56,5237942538.97,10,Australia,2001,21.52
2266,AI,10,3092974350.44,8344012211.25,10,China,2023,79.65
2267,Blockchain,3,1424004331.11,3479909145.7,7,China,2001,77.3
2268,EdTech,9,4403430495.83,10334572979.03,20,India,2013,173.33
2269,HealthTech,8,2381052121.77,4319305293.67,38,Brazil,2008,78.39
2270,E-commerce,8,4241617039.09,20820221573.04,20,Brazil,2002,62.83
2271,AI,10,4657307450.71,14048705657.0,20,Germany,2014,160.23
2272,AI,6,3402289723.18,15251490170.52,38,Brazil,2017,158.08
2273,AI,9,3461070557.33,10042886306.31,8,India,2013,65.48
2274,SaaS,8,3567955462.23,6562059954.96,21,Australia,2011,28.57
2275,AI,4,3160373757.01,12414537183.02,35,France,2002,11.92
2276,E-commerce,1,3183121548.19,6817538640.74,13,France,2018,137.9
2277,Biotech,7,4579999196.58,11424408288.72,19,India,2004,36.75
2278,Blockchain,7,3108064120.19,8384819710.66,43,Singapore,2013,109.71
2279,EdTech,7,35063803.65,128273977.96,30,UK,2008,115.03
2280,AI,5,767047828.89,1360694371.56,30,UK,2018,45.06
2281,EdTech,2,4635309363.41,9405775817.5,20,UK,2014,181.61
2282,SaaS,5,4237693334.83,6779362080.32,3,Brazil,2018,45.27
2283,Blockchain,8,961988082.25,1607087010.09,2,Singapore,2019,37.08
2284,Blockchain,6,4191462673.73,9326939558.33,2,Germany,2009,146.91
2285,E-commerce,6,1908709546.4,6187606779.0,31,Canada,2017,188.32
2286,E-commerce,3,1984609053.06,4276396294.61,31,China,2020,163.81
2287,AI,5,1755416791.87,4190684580.9,32,Canada,2008,108.99
2288,HealthTech,9,3365073254.8,12987837156.55,45,Canada,2002,16.44
2289,HealthTech,2,2184913626.93,5120334470.68,9,India,2014,160.41
2290,Fintech,8,1667424829.87,3313224702.43,37,Canada,2020,152.39
2291,Fintech,3,2547919021.04,6994562365.5,48,Australia,2000,82.7
2292,AI,8,1209541085.9,3133166371.83,18,USA,2006,27.67
2293,Fintech,9,4389414503.85,15535355286.51,39,Singapore,2007,155.98
2294,Biotech,10,3907581515.32,15455264808.61,7,France,2007,150.23
2295,Blockchain,5,503853028.19,1277480871.05,2,UK,2002,26.81
2296,E-commerce,4,3137930472.0,11500138690.01,19,Singapore,2022,166.66
2297,Biotech,2,1175590187.02,2532342618.4,16,USA,2019,36.41
2298,Fintech,4,1759644618.89,3041349585.55,9,Singapore,2014,126.57
2299,E-commerce,4,4771659934.73,22034524566.74,35,Brazil,2018,123.67
2300,E-commerce,3,4126939422.46,15052320450.53,2,Singapore,2001,183.07
2301,Fintech,8,4253550112.84,13080925209.41,37,Brazil,2006,166.15
2302,EdTech,3,4412996777.99,11052209849.03,30,USA,2013,190.62
2303,EdTech,5,1008678844.45,4194130071.47,27,China,2003,24.33
2304,AI,7,491050868.21,1364862264.06,41,UK,2020,187.43
2305,Blockchain,2,3462055251.9,13746122576.02,26,France,2014,104.88
2306,SaaS,5,2391362972.34,5950393038.74,8,Singapore,2005,107.24
2307,HealthTech,5,488188960.61,737682613.98,37,Singapore,2012,113.96
2308,HealthTech,3,1285797340.24,5000830436.26,29,India,2001,131.47
2309,Blockchain,6,1947199227.09,7048651332.84,10,China,2002,19.78
2310,AI,6,3529827217.42,6142404213.79,31,Canada,2009,103.29
2311,Blockchain,10,2822588241.14,7884353561.24,29,India,2003,191.51
2312,Fintech,1,124010019.69,386078918.53,24,Brazil,2022,30.26
2313,Biotech,10,3532611367.79,6892953375.38,38,Germany,2015,22.67
2314,HealthTech,2,2220992012.94,6077102383.74,22,UK,2013,143.99
2315,AI,7,304361430.84,1200730379.28,13,Brazil,2017,158.57
2316,Fintech,3,4991252026.24,21062469571.3,26,Australia,2004,91.19
2317,E-commerce,5,2787131774.9,10714751903.12,33,Australia,2009,47.55
2318,E-commerce,10,193673155.64,365662687.67,10,Australia,2017,109.95
2319,E-commerce,2,2955562392.36,9272069596.15,45,Canada,2013,124.7
2320,Biotech,4,3971122844.19,9273788778.71,48,Brazil,2017,54.98
2321,Fintech,8,2577407727.34,6893512527.0,50,UK,2018,42.07
2322,EdTech,4,1489136749.96,4050653255.61,19,Canada,2019,79.83
2323,Blockchain,5,1445539842.11,2868878200.37,10,Canada,2014,186.2
2324,HealthTech,3,2487532029.05,11647493462.88,17,UK,2013,106.9
2325,EdTech,4,4967212916.59,18797551623.59,42,USA,2005,135.23
2326,EdTech,10,4405716989.47,17190803055.92,43,France,2012,113.53
2327,SaaS,8,473003165.97,1304466727.95,15,France,2012,53.55
2328,Fintech,10,1837368627.02,3433681900.18,29,Canada,2013,34.63
2329,SaaS,2,4899161911.14,12478981819.75,3,Germany,2023,130.22
2330,E-commerce,1,872854938.36,3420694093.62,44,China,2016,69.42
2331,EdTech,2,3423949594.77,5793258215.78,32,Canada,2010,147.64
2332,HealthTech,3,2254350499.07,7206959226.54,39,Canada,2000,121.04
2333,Blockchain,3,938101303.06,2066300087.7,5,China,2000,195.59
2334,EdTech,1,1794592701.91,4459870357.29,31,China,2014,129.41
2335,Blockchain,8,918313105.73,1837797215.87,18,Germany,2016,93.88
2336,AI,8,717688495.75,1863672034.9,21,Brazil,2006,67.75
2337,HealthTech,5,205348799.18,990469096.6,15,Germany,2022,134.6
2338,SaaS,6,2215835127.15,5211918891.84,28,China,2022,161.45
2339,Blockchain,9,686591541.35,1516875758.56,43,Canada,2017,142.37
2340,Blockchain,7,3098090915.48,15328890640.76,30,Australia,2013,188.21
2341,EdTech,7,3307703379.34,6489752717.15,44,Germany,2002,87.18
2342,HealthTech,10,4919087885.11,22309750401.27,38,Canada,2018,98.89
2343,EdTech,9,2266923934.6,9993329216.31,11,Brazil,2016,47.59
2344,Fintech,3,2222370065.77,7303245693.19,21,China,2016,168.21
2345,Blockchain,2,3213683695.71,4900467433.08,29,Canada,2019,66.0
2346,SaaS,4,3272123652.83,12297204707.03,19,USA,2018,35.77
2347,E-commerce,4,3408214283.67,6455248159.99,4,France,2021,179.93
2348,EdTech,1,488952580.74,1647677631.53,36,USA,2005,141.93
2349,HealthTech,1,3881857530.16,10776618829.24,13,France,2004,43.95
2350,SaaS,3,3506055940.35,15457968435.65,20,India,2006,161.65
2351,Biotech,5,901100334.07,4105920884.61,37,India,2022,11.1
2352,EdTech,7,655307650.51,1968191830.72,43,Canada,2015,155.56
2353,SaaS,10,2568023883.25,5113585145.32,21,Australia,2012,33.24
2354,E-commerce,4,1124276728.6,5338621169.04,31,Canada,2012,126.62
2355,HealthTech,1,2295513424.67,5419272690.52,4,China,2007,175.13
2356,EdTech,2,3908570325.33,19523663952.78,20,Germany,2016,6.14
2357,EdTech,7,4737891963.82,16271532515.01,2,Australia,2019,25.49
2358,SaaS,4,4705010950.16,15161479902.97,18,Brazil,2023,144.72
2359,Biotech,10,2927988521.44,8793549691.84,45,Canada,2020,29.66
2360,SaaS,9,4090944615.82,19978729839.06,15,Singapore,2021,82.91
2361,SaaS,1,838176345.86,2413521661.17,3,USA,2010,108.19
2362,E-commerce,9,1208988300.02,4114543261.26,31,Brazil,2009,13.97
2363,E-commerce,4,1054061470.97,4814794606.7,48,France,2011,104.88
2364,Blockchain,7,4295212282.57,14743418634.79,28,USA,2014,190.58
2365,E-commerce,9,1885290013.45,8154347230.43,29,Singapore,2016,40.4
2366,SaaS,6,4233674112.01,17972354743.74,50,Singapore,2020,45.46
2367,HealthTech,8,284767120.65,1158166845.96,33,China,2011,32.81
2368,Biotech,8,4558552501.3,8173571998.23,36,Germany,2014,188.42
2369,Biotech,9,4827987276.7,17347918487.69,40,Germany,2017,77.39
2370,Biotech,4,1268184516.76,4161049946.15,22,France,2011,197.55
2371,Blockchain,5,820124408.65,3508843022.07,44,France,2005,75.87
2372,Biotech,6,4905426256.0,11413635120.44,20,China,2015,126.74
2373,Biotech,6,3766339986.15,17287995576.37,19,Singapore,2009,142.63
2374,Blockchain,1,1271803843.57,2674824574.4,29,USA,2021,146.88
2375,AI,3,4914633559.03,24289247720.94,20,USA,2007,31.96
2376,SaaS,6,906231038.38,3263247997.36,35,Australia,2004,50.64
2377,SaaS,3,35755059.65,107529608.27,14,USA,2010,69.71
2378,SaaS,6,2084427233.57,3608890325.61,46,Germany,2019,173.24
2379,SaaS,2,1825694972.01,2989870380.73,1,India,2013,110.79
2380,Biotech,10,4192724926.87,10842932541.47,3,India,2011,112.05
2381,E-commerce,4,1837498944.09,6949002870.27,36,France,2022,137.3
2382,Fintech,7,2993403226.19,10084147575.63,7,Australia,2005,31.62
2383,HealthTech,3,1260472208.85,4249081525.26,42,China,2023,53.67
2384,E-commerce,10,1660871832.79,2770234773.96,36,Canada,2018,95.58
2385,Blockchain,1,1639469218.8,6236853500.29,1,USA,2015,86.42
2386,AI,9,2612320866.56,4728946855.2,23,France,2010,110.65
2387,AI,1,269209846.19,793328279.88,46,Singapore,2006,86.51
2388,Biotech,5,672946393.2,1611061300.63,41,France,2014,31.15
2389,Fintech,8,337592633.52,1391835651.84,29,Canada,2019,160.11
2390,Fintech,8,2726152933.75,7900731522.61,39,Singapore,2018,10.38
2391,HealthTech,1,4513565749.4,19723356753.26,42,France,2008,123.42
2392,E-commerce,10,3406997299.29,15227102137.38,1,Germany,2023,149.99
2393,HealthTech,2,3929544900.08,12899980789.51,24,Canada,2020,78.58
2394,Biotech,1,3085887116.57,13801433177.18,40,UK,2019,115.12
2395,Fintech,9,3925829519.33,19291313059.21,42,Canada,2014,98.78
2396,Fintech,4,4296756845.36,11655122553.48,23,Australia,2007,75.85
2397,E-commerce,8,2368507253.06,10127395449.57,38,France,2017,137.55
2398,EdTech,7,2930549187.6,4970278878.3,11,UK,2019,159.93
2399,Fintech,8,330197872.43,978943377.19,27,Brazil,2013,134.02
2400,AI,4,2894433639.79,7221133887.17,23,UK,2012,177.21
2401,E-commerce,7,558143648.1,2001315845.74,20,UK,2023,10.75
2402,AI,7,317626225.07,927440798.45,21,Australia,2009,108.91
2403,Biotech,1,2963187094.12,11531919756.11,8,Brazil,2008,46.28
2404,AI,2,2901570239.82,5242374695.24,42,France,2006,152.83
2405,HealthTech,7,650197876.31,2869756871.16,22,Canada,2010,140.96
2406,SaaS,2,1392338245.72,5451911728.16,40,Brazil,2013,62.58
2407,EdTech,8,4609261395.43,18657082783.93,36,Australia,2019,36.21
2408,EdTech,1,2712094526.24,10493141988.11,38,France,2002,98.03
2409,HealthTech,6,3531182804.79,8204953395.22,10,UK,2001,52.51
2410,Biotech,3,1977640803.4,8066629155.51,5,Singapore,2007,55.01
2411,AI,8,714484412.85,3559427579.18,24,Brazil,2018,110.47
2412,Biotech,9,3204542113.47,13255651099.89,34,China,2018,103.45
2413,AI,4,3778195829.33,9274357125.82,20,India,2001,55.55
2414,SaaS,3,3180997528.21,9688764678.46,23,Australia,2023,125.28
2415,Blockchain,9,2367076321.12,6987748933.35,25,Germany,2005,22.53
2416,SaaS,5,616553609.3,1963372013.72,49,Canada,2011,98.46
2417,SaaS,4,443131924.16,2149255702.3,39,UK,2017,197.73
2418,Blockchain,2,1918879732.87,7598766655.94,6,Australia,2016,56.54
2419,Biotech,8,4230548560.76,14411157547.31,7,Germany,2021,78.32
2420,AI,3,2949119.12,8933271.76,3,France,2008,7.18
2421,AI,4,433819465.54,2070218587.09,16,USA,2012,116.47
2422,EdTech,4,2562899283.92,11990291697.38,2,France,2016,162.72
2423,Fintech,8,295138958.93,1390398872.89,21,India,2018,102.18
2424,EdTech,7,1268739243.12,4879221144.54,34,UK,2009,158.23
2425,Blockchain,1,2330287903.01,10749130425.04,37,Canada,2021,86.03
2426,HealthTech,2,3146150796.31,5736815599.61,25,Brazil,2003,44.35
2427,E-commerce,2,4354130608.8,13251735861.76,14,China,2017,102.38
2428,Biotech,5,3010744869.99,8873069870.37,11,Canada,2004,82.4
2429,Blockchain,1,632445651.21,1305702549.86,18,Brazil,2002,152.04
2430,EdTech,2,187566578.25,339984548.47,50,France,2008,152.72
2431,EdTech,8,2672207973.73,6317993694.09,22,India,2009,189.45
2432,Fintech,1,3002779431.05,10960889309.21,47,China,2015,68.19
2433,SaaS,1,484730704.86,2200410498.58,9,Australia,2008,93.58
2434,AI,3,523912146.11,1696398030.97,8,UK,2013,157.81
2435,Fintech,7,444380190.95,2219613360.63,24,USA,2020,17.56
2436,Fintech,6,749980813.09,2139025463.84,5,Australia,2017,156.48
2437,HealthTech,6,2555163896.57,6567375284.45,37,India,2009,40.72
2438,EdTech,6,4855343642.25,23860481812.57,44,Singapore,2017,160.21
2439,AI,3,3271212982.85,14531839962.2,49,France,2021,48.18
2440,EdTech,4,1211833562.25,2874808197.69,32,Australia,2007,78.26
2441,AI,2,2817951606.5,12887878647.93,42,Singapore,2013,143.31
2442,HealthTech,2,4669530279.07,21259142288.43,33,China,2000,13.49
2443,Biotech,6,4261092044.47,16229410220.4,32,Germany,2005,26.08
2444,E-commerce,3,2874903092.2,14135162010.37,21,Singapore,2014,184.31
2445,Biotech,1,540368263.26,2339760152.81,44,Canada,2006,23.19
2446,Fintech,10,3264560300.89,6018548364.66,27,China,2001,34.89
2447,SaaS,6,929861232.67,3793801353.1,7,UK,2016,117.32
2448,Biotech,6,1871848123.79,8670711970.15,25,USA,2004,187.57
2449,Biotech,2,1014385880.25,3905261748.25,28,Singapore,2022,30.32
2450,HealthTech,8,1597230372.66,3811128648.09,28,Australia,2014,28.69
2451,HealthTech,6,372199317.31,1514960924.83,25,China,2019,174.42
2452,HealthTech,4,1506225531.84,3941068731.74,3,Brazil,2017,34.8
2453,AI,7,1665516804.5,6442739247.26,13,Canada,2016,169.91
2454,Biotech,10,3137295598.92,5763151422.91,44,Australia,2007,48.5
2455,SaaS,1,3412194406.43,8320733264.8,24,USA,2009,37.31
2456,Blockchain,4,646721009.9,1382789447.7,32,Brazil,2016,165.04
2457,AI,9,4846454393.36,20219048706.34,15,UK,2012,44.01
2458,Blockchain,2,1748050926.77,4510308718.76,46,France,2009,156.81
2459,Fintech,7,1542356881.05,4601703110.89,9,Australia,2023,162.67
2460,Blockchain,7,4082159809.65,10658138301.39,39,USA,2010,34.67
2461,HealthTech,8,1003554082.59,2021882357.03,18,India,2021,112.62
2462,Blockchain,5,3885293279.07,12523046323.23,24,China,2009,83.33
2463,Fintech,9,535174797.88,1135374406.49,42,USA,2019,31.71
2464,HealthTech,3,46082316.12,128644352.1,45,India,2023,10.7
2465,EdTech,10,3958213465.26,18227299506.21,13,Singapore,2020,169.84
2466,SaaS,6,4160776590.21,20570848246.33,9,Australia,2019,37.28
2467,EdTech,3,1198796497.97,5062080301.39,31,Singapore,2018,131.18
2468,EdTech,6,1721785897.96,8237637347.75,9,USA,2008,5.14
2469,Fintech,3,2547927599.32,8294024102.56,35,Germany,2016,84.93
2470,HealthTech,3,1544712445.52,7687480863.32,28,USA,2014,151.33
2471,Biotech,7,1533771918.57,2386628245.3,26,Brazil,2001,172.5
2472,HealthTech,1,3382622253.61,13600377953.98,29,Australia,2017,44.56
2473,SaaS,5,2957541276.36,9172976050.2,23,Singapore,2012,33.95
2474,E-commerce,5,1997829816.08,6205911544.29,35,Singapore,2013,113.84
2475,Biotech,8,4793879938.23,15325836029.75,49,Singapore,2023,57.22
2476,Biotech,8,1933985706.97,8423068740.69,15,France,2020,119.33
2477,EdTech,1,4165035371.62,9666464619.82,42,USA,2013,142.93
2478,HealthTech,10,3411506683.04,10040159277.79,17,USA,2004,144.36
2479,Blockchain,1,127047006.03,634016528.51,28,Germany,2022,173.9
2480,AI,2,663835450.03,1484716395.71,3,China,2017,103.91
2481,AI,9,3917751287.55,16927394352.36,34,Singapore,2001,93.11
2482,Fintech,7,4816717409.62,17805821318.67,18,UK,2004,115.32
2483,Fintech,2,913837802.3,2186336153.61,23,Brazil,2006,48.27
2484,SaaS,7,4041059762.98,7607336815.68,23,Germany,2017,144.7
2485,HealthTech,7,4238619300.21,11695744675.56,50,Germany,2016,18.41
2486,Blockchain,3,1575867509.35,4342825249.47,9,USA,2020,106.0
2487,Blockchain,5,1543306825.61,5129477302.96,29,China,2004,121.84
2488,EdTech,8,2918233133.63,8014367903.49,36,India,2019,102.25
2489,SaaS,3,2685358067.35,12859910042.71,39,UK,2023,100.71
2490,Blockchain,6,259243349.69,772904938.91,35,UK,2010,79.32
2491,Biotech,9,622488713.81,2022633250.92,37,India,2008,110.3
2492,Fintech,4,2636717305.87,10951546629.18,49,Singapore,2006,130.7
2493,E-commerce,4,739326838.53,2852522275.09,45,USA,2010,59.98
2494,EdTech,4,4859269101.81,13303085743.61,31,USA,2010,29.1
2495,HealthTech,9,190042950.92,423354875.13,2,India,2015,98.53
2496,E-commerce,5,639259492.5,1949590088.06,20,France,2009,104.35
2497,Fintech,6,3946799389.01,18330720287.35,28,France,2002,143.38
2498,Fintech,8,4853523782.09,21507454498.55,38,Singapore,2017,190.27
2499,Fintech,5,4252505953.26,9426473179.73,27,Germany,2010,13.7
2500,HealthTech,7,95352389.96,195159997.82,48,China,2001,163.59
2501,Fintech,7,4403080405.57,17882734290.91,10,Germany,2021,45.78
2502,Fintech,10,3004583528.49,4897536668.22,7,France,2019,188.33
2503,EdTech,4,815645303.3,2193151600.02,21,India,2000,16.45
2504,SaaS,5,2830340995.42,5576432661.1,12,UK,2013,127.5
2505,Fintech,8,113087724.03,187664999.06,48,Brazil,2004,168.16
2506,Biotech,5,1131844025.93,4577163838.12,2,India,2005,172.23
2507,Biotech,2,4456107270.04,14267322945.61,21,Brazil,2012,24.66
2508,Blockchain,7,3632740168.47,14992967729.57,25,Australia,2005,115.6
2509,AI,6,4112616793.03,19504799531.62,41,China,2013,71.06
2510,Blockchain,3,725111284.9,2726837597.62,29,France,2014,11.76
2511,EdTech,4,2462029778.93,12058675508.68,15,India,2005,137.69
2512,Blockchain,2,427417684.02,750628756.9,17,Brazil,2007,117.29
2513,Blockchain,2,1140215754.92,3156258728.54,14,Germany,2011,151.92
2514,Fintech,2,1334512700.62,4191730390.98,16,Australia,2014,24.22
2515,Biotech,2,4642346302.28,13226976305.28,33,Australia,2007,135.05
2516,SaaS,7,402758181.25,1745069851.77,47,Germany,2002,159.83
2517,Blockchain,1,2779395857.31,7681887953.13,22,Canada,2018,18.77
2518,HealthTech,7,2803330356.96,5343491509.25,3,USA,2011,40.65
2519,HealthTech,10,2111843184.96,3364564185.93,41,India,2001,53.45
2520,E-commerce,3,317493640.9,1501265159.29,46,China,2005,132.77
2521,HealthTech,1,4908985610.9,23648484768.42,22,India,2012,110.49
2522,EdTech,8,2739959829.33,5194771916.43,7,China,2013,56.69
2523,Biotech,3,2035818902.55,3863351479.8,12,Singapore,2023,135.58
2524,HealthTech,8,3541636080.91,6612261309.91,20,Canada,2019,139.0
2525,HealthTech,10,1906802764.23,3749764270.57,8,Singapore,2019,28.68
2526,Blockchain,7,725026686.96,3401563747.29,34,Australia,2006,124.98
2527,Fintech,7,3882034476.56,14479279225.59,12,Brazil,2019,188.12
2528,SaaS,1,4337659305.12,10944578108.08,2,India,2014,110.78
2529,Biotech,2,1019882144.4,3536368256.81,30,USA,2010,176.63
2530,Fintech,10,2757352360.98,9148272049.73,3,China,2007,72.05
2531,Fintech,2,2476070561.2,11761541148.63,41,Canada,2012,101.1
2532,Fintech,10,1457425935.94,6504364025.45,25,Canada,2016,21.98
2533,E-commerce,8,724763413.28,1602638757.26,21,Canada,2021,186.16
2534,Biotech,3,1911402415.89,6223651695.76,40,Germany,2015,6.15
2535,EdTech,6,2492726931.4,10618586665.01,43,India,2012,99.04
2536,AI,1,1111040335.57,2242023780.19,42,Brazil,2020,73.0
2537,E-commerce,2,4506739313.89,14327286452.8,26,China,2017,21.6
2538,AI,3,808095153.49,1631134904.25,37,Brazil,2002,185.0
2539,SaaS,9,3062053683.95,5234402507.69,27,India,2007,19.02
2540,Fintech,6,4600733149.91,15402135693.79,5,Canada,2002,138.8
2541,HealthTech,4,1435157908.04,6919416275.42,48,India,2004,194.43
2542,Blockchain,5,2201283131.81,3622366688.48,40,Australia,2016,110.81
2543,SaaS,1,395857415.02,1649142141.79,6,Australia,2012,120.06
2544,HealthTech,6,827764137.01,3284741239.78,24,France,2014,166.72
2545,SaaS,10,3277290392.67,9667050870.39,22,Australia,2009,32.81
2546,Blockchain,9,3374411371.35,15231322450.35,48,Canada,2010,10.51
2547,AI,2,1549664094.52,3388819844.41,37,China,2003,44.84
2548,SaaS,9,3509235628.38,15298374028.43,29,Germany,2018,22.85
2549,AI,7,4435003284.98,16415424815.55,14,Australia,2019,80.93
2550,HealthTech,6,617230972.71,2387413495.12,4,France,2013,161.09
2551,AI,1,1691318205.28,8062384471.66,11,France,2009,39.3
2552,Blockchain,8,3334293134.14,12558077892.7,27,Singapore,2023,39.98
2553,Blockchain,6,4975482937.68,23938023364.33,32,USA,2003,184.61
2554,HealthTech,9,4508280941.2,12213679221.86,11,Singapore,2019,181.11
2555,SaaS,1,4217353498.1,18871934934.69,1,China,2008,76.43
2556,EdTech,7,147497647.97,701690206.87,26,Brazil,2005,70.43
2557,HealthTech,7,469418577.04,1383141331.79,1,India,2013,5.9
2558,AI,2,3442093399.74,10877263785.74,50,Australia,2008,50.79
2559,EdTech,6,4573740608.3,14343237721.86,50,UK,2004,100.21
2560,HealthTech,9,3258617461.79,9711473016.34,47,Singapore,2006,23.6
2561,EdTech,2,3753590006.34,8490867545.21,38,Australia,2002,48.69
2562,Fintech,10,792030140.5,2018213957.71,35,UK,2000,135.83
2563,Blockchain,5,665095742.66,3156703565.5,19,China,2002,143.08
2564,HealthTech,1,3436178950.09,13279717130.37,8,Singapore,2009,181.27
2565,EdTech,6,3063000858.17,8372608833.85,43,France,2006,74.21
2566,E-commerce,9,2929426662.48,6728395211.63,26,UK,2017,32.53
2567,Biotech,5,14111905.39,62237449.01,24,USA,2017,189.32
2568,Fintech,9,1379575635.95,3205656266.77,8,Australia,2006,23.6
2569,Blockchain,1,1819428971.34,6852853922.93,33,Singapore,2002,20.71
2570,E-commerce,9,2468754127.78,12227382729.28,42,China,2014,130.46
2571,Biotech,2,3413220850.59,10341932619.35,10,China,2021,189.31
2572,E-commerce,8,2208928819.21,8559129011.84,26,Australia,2019,10.21
2573,Fintech,10,2567249120.17,4455259330.92,8,UK,2003,183.94
2574,E-commerce,10,448862349.97,1374003465.45,14,Brazil,2009,82.59
2575,SaaS,3,156641158.49,338175736.83,36,China,2007,196.48
2576,Blockchain,9,217319605.72,624364883.07,16,China,2021,73.06
2577,Fintech,6,3985247122.59,17234974622.71,2,China,2003,58.92
2578,HealthTech,5,3515342664.38,17295800300.25,48,France,2012,182.71
2579,AI,6,2936139863.77,8808495199.22,26,India,2021,69.13
2580,Fintech,7,1070765151.03,4379259251.54,11,UK,2019,182.28
2581,HealthTech,2,4260840903.99,16650479597.83,24,India,2013,198.1
2582,SaaS,7,2644204031.55,7675033211.52,32,UK,2004,45.2
2583,AI,8,4712064910.35,9648661793.73,8,Germany,2017,197.69
2584,AI,1,147452134.51,550344183.48,34,Germany,2016,158.98
2585,AI,4,364716030.62,1150578335.61,36,Australia,2005,146.55
2586,EdTech,6,2455992700.12,8446427144.12,42,China,2004,136.29
2587,AI,10,4304227168.6,16111190441.29,46,Germany,2003,48.85
2588,SaaS,2,2245253904.84,6861683940.5,31,India,2005,130.8
2589,EdTech,5,3338691855.69,13176455458.46,11,France,2003,83.26
2590,Blockchain,7,3737527036.56,9619806085.92,22,France,2006,102.66
2591,SaaS,10,825259333.55,3113224774.15,6,Canada,2002,21.97
2592,AI,9,3591416085.65,8811983419.56,29,India,2002,28.37
2593,EdTech,7,2604330326.01,8219036021.01,50,Brazil,2015,104.09
2594,Blockchain,5,2685655423.25,11654215356.59,34,Germany,2022,110.9
2595,HealthTech,7,270643164.12,921281461.71,2,UK,2017,195.67
2596,AI,2,834118422.16,4145312380.78,16,USA,2002,33.21
2597,SaaS,3,717048059.33,3518721707.31,9,Germany,2011,171.14
2598,Fintech,1,2758657604.9,5713479635.67,13,Australia,2007,192.62
2599,EdTech,6,2809521072.05,8661369288.57,49,Australia,2023,160.36
2600,SaaS,8,2416922670.1,6959269041.84,31,Singapore,2013,113.06
2601,EdTech,8,3456430000.82,9735924640.5,13,UK,2016,95.24
2602,EdTech,10,4215956194.8,13157040846.32,2,Singapore,2019,189.56
2603,Biotech,5,4278281495.6,7552400504.91,44,USA,2000,50.52
2604,HealthTech,10,431140898.47,681996244.58,47,Brazil,2016,128.77
2605,HealthTech,9,1005589702.3,1886571647.62,11,Brazil,2023,166.3
2606,HealthTech,10,2501411183.53,6513945800.37,21,Brazil,2007,146.62
2607,AI,9,1270846819.53,5181796356.38,30,Germany,2001,91.74
2608,HealthTech,7,6118474.59,11964766.62,15,France,2021,96.95
2609,Blockchain,4,1986905711.55,3941621418.05,47,UK,2011,142.84
2610,Biotech,1,3558095764.27,15900235975.46,18,Germany,2003,43.05
2611,AI,4,794767887.13,2150161252.64,27,Germany,2008,12.95
2612,Blockchain,8,2178713639.67,6785959723.69,45,India,2014,123.27
2613,Blockchain,8,378101616.25,893054406.72,37,Australia,2009,130.56
2614,HealthTech,9,865671962.71,3885910811.99,17,Canada,2011,144.66
2615,SaaS,1,2690942175.66,4271095665.77,5,France,2015,97.02
2616,E-commerce,6,3448198735.16,7670553548.96,2,India,2002,21.2
2617,Biotech,6,1216767793.35,5153759451.8,33,Singapore,2015,37.32
2618,Biotech,2,3175644747.44,9305624811.36,28,Singapore,2020,149.94
2619,EdTech,7,4699513497.05,15992202773.58,30,UK,2020,27.95
2620,Biotech,9,4099505769.92,7386328511.8,35,UK,2023,143.35
